pivot_dt,pivot_mu,pivot_r,pivot_sig,best_dt,best_mu,best_r,best_sig,eff,mean_norm
0.062307692,0.3,0.05,0.15,0.062307692,0.3,0.05,0.15,1,4.23E+147
0.062307692,0.3,0.2,0,0.062307692,0.3,0.2,0,0.048869029,8.65E+148
0.062307692,0.3,0.2,0.05,0.062307692,0.3,0.2,0.05,1,4.23E+147
0.062307692,0.3,0.2,0.1,0.062307692,0.3,0.2,0.1,1,4.23E+147
0.062307692,0.3,0.2,0.15,0.062307692,0.3,0.2,0.15,0.071246846,5.93E+148
0.062307692,0.3,0.4,0,0.063846154,0.5,0.4,0,0.058445778,7.23E+148
0.062307692,0.3,0.4,0.05,0.062307692,0.3,0.4,0.05,0.041051368,1.03E+149
0.062307692,0.3,0.4,0.1,0.062307692,0.3,0.4,0.1,0.037966229,1.11E+149
0.062307692,0.3,0.4,0.15,0.062307692,0.3,0.4,0.15,0.035379925,1.19E+149
0.062307692,0.3,0.6,0,0.062307692,0.3,0.6,0,0.16559426,2.55E+148
0.062307692,0.3,0.6,0.05,0.062307692,0.3,0.6,0.05,1,4.23E+147
0.062307692,0.3,0.6,0.1,0.062307692,0.3,0.6,0.1,0.0402153,1.05E+149
0.062307692,0.3,0.6,0.15,0.062307692,0.3,0.6,0.15,1,4.23E+147
0.062307692,0.5,0.05,0,0.063846154,0.5,0.05,0,0.038710878,1.09E+149
0.062307692,0.5,0.05,0.05,0.062307692,0.5,0.05,0.05,1,4.23E+147
0.062307692,0.5,0.05,0.1,0.062307692,0.5,0.05,0.1,0.038462724,1.10E+149
0.062307692,0.5,0.05,0.15,0.062307692,0.5,0.05,0.15,0.039191609,1.08E+149
0.062307692,0.5,0.2,0,0.062307692,0.5,0.2,0.05,1,4.23E+147
0.062307692,0.5,0.2,0.05,0.062307692,0.5,0.2,0.05,1,4.23E+147
0.062307692,0.5,0.2,0.1,0.062307692,0.5,0.2,0.1,1,4.23E+147
0.062307692,0.5,0.2,0.15,0.062307692,0.5,0.2,0.15,0.041191545,1.03E+149
0.062307692,0.5,0.4,0,0.063846154,0.5,0.4,0.05,1,4.23E+147
0.062307692,0.5,0.4,0.05,0.062307692,0.5,0.4,0.05,1,4.23E+147
0.062307692,0.5,0.4,0.1,0.062307692,0.5,0.4,0.1,0.043145268,9.79E+148
0.062307692,0.5,0.4,0.15,0.060769231,0.5,0.4,0.15,0.043973675,9.61E+148
0.062307692,0.5,0.6,0,0.065384615,0.5,0.4,0,0.041551559,1.02E+149
0.062307692,0.5,0.6,0.05,0.062307692,0.5,0.6,0.05,0.998706802,4.23E+147
0.062307692,0.5,0.6,0.1,0.062307692,0.5,0.6,0.1,0.998706802,4.23E+147
0.062307692,0.5,0.6,0.15,0.062307692,0.5,0.6,0.15,0.040375809,1.05E+149
0.062307692,0.7,0.05,0,0.065384615,0.7,0.05,0,0.038848509,1.09E+149
0.062307692,0.7,0.05,0.05,0.062307692,0.7,0.05,0.05,0.040401268,1.05E+149
0.062307692,0.7,0.05,0.1,0.062307692,0.7,0.05,0.1,1,4.23E+147
0.062307692,0.7,0.05,0.15,0.062307692,0.7,0.05,0.15,0.040065812,1.05E+149
0.062307692,0.7,0.2,0,0.062307692,0.7,0.2,0,1,4.23E+147
0.062307692,0.7,0.2,0.05,0.062307692,0.7,0.2,0.05,1,4.23E+147
0.062307692,0.7,0.2,0.1,0.059230769,0.7,0.2,0.1,1,4.23E+147
0.062307692,0.7,0.2,0.15,0.062307692,0.7,0.2,0.15,1,4.23E+147
0.062307692,0.7,0.4,0,0.057692308,0.7,0.4,0,0.038735005,1.09E+149
0.062307692,0.7,0.4,0.05,0.062307692,0.7,0.4,0.05,1,4.23E+147
0.062307692,0.7,0.4,0.1,0.062307692,0.7,0.4,0.1,0.422807205,9.99E+147
0.062307692,0.7,0.4,0.15,0.062307692,0.7,0.4,0.15,0.043694254,9.67E+148
0.062307692,0.7,0.6,0,0.062307692,0.7,0.6,0.05,1,4.23E+147
0.062307692,0.7,0.6,0.05,0.062307692,0.7,0.6,0.05,0.996130415,4.24E+147
0.062307692,0.7,0.6,0.1,0.062307692,0.7,0.6,0.1,0.039303111,1.08E+149
0.062307692,0.7,0.6,0.15,0.062307692,0.7,0.6,0.15,1,4.23E+147
0.063846154,0.1,0.05,0,0.065384615,0.1,0.05,0,0.034828902,1.21E+149
0.063846154,0.1,0.05,0.05,0.063846154,0.1,0.05,0.05,0.066042957,6.40E+148
0.063846154,0.1,0.05,0.1,0.063846154,0.1,0.05,0.1,0.044735961,9.45E+148
0.063846154,0.1,0.05,0.15,0.063846154,0.1,0.05,0.15,1,4.23E+147
0.063846154,0.1,0.2,0,0.060769231,0.1,0.2,0,0.038650186,1.09E+149
0.063846154,0.1,0.2,0.05,0.063846154,0.1,0.2,0.05,1,4.23E+147
0.063846154,0.1,0.2,0.1,0.063846154,0.1,0.2,0.1,0.041512605,1.02E+149
0.063846154,0.1,0.2,0.15,0.063846154,0.1,0.2,0.15,0.04211371,1.00E+149
0.063846154,0.1,0.4,0,0.065384615,0.1,0.4,0,0.041174179,1.03E+149
0.063846154,0.1,0.4,0.05,0.063846154,0.1,0.4,0.05,1,4.23E+147
0.063846154,0.1,0.4,0.1,0.063846154,0.1,0.4,0.1,0.038461123,1.10E+149
0.063846154,0.1,0.4,0.15,0.063846154,0.1,0.4,0.15,1,4.23E+147
0.063846154,0.1,0.6,0,0.063846154,0.1,0.6,0,0.0471586,8.96E+148
0.063846154,0.1,0.6,0.05,0.063846154,0.1,0.6,0.05,0.997416945,4.24E+147
0.063846154,0.1,0.6,0.1,0.062307692,0.1,0.6,0.1,0.056576285,7.47E+148
0.063846154,0.1,0.6,0.15,0.063846154,0.1,0.6,0.15,1,4.23E+147
0.063846154,0.3,0.05,0,0.063846154,0.3,0.05,0,1,4.23E+147
0.063846154,0.3,0.05,0.05,0.063846154,0.3,0.05,0.05,1,4.23E+147
0.063846154,0.3,0.05,0.1,0.063846154,0.3,0.05,0.1,1,4.23E+147
0.063846154,0.3,0.05,0.15,0.063846154,0.3,0.05,0.15,0.535333034,7.89E+147
0.063846154,0.3,0.2,0,0.062307692,0.3,0.2,0.05,1,4.23E+147
0.063846154,0.3,0.2,0.05,0.063846154,0.3,0.2,0.05,1,4.23E+147
0.063846154,0.3,0.2,0.1,0.063846154,0.3,0.2,0.1,1,4.23E+147
0.063846154,0.3,0.2,0.15,0.063846154,0.3,0.2,0.15,0.038884018,1.09E+149
0.063846154,0.3,0.4,0,0.059230769,0.1,0.4,0,0.041222636,1.03E+149
0.063846154,0.3,0.4,0.05,0.063846154,0.3,0.4,0.05,1,4.23E+147
0.063846154,0.3,0.4,0.1,0.063846154,0.3,0.4,0.1,1,4.23E+147
0.063846154,0.3,0.4,0.15,0.063846154,0.3,0.4,0.15,1,4.23E+147
0.063846154,0.3,0.6,0,0.062307692,0.3,0.6,0,0.035723501,1.18E+149
0.063846154,0.3,0.6,0.05,0.063846154,0.3,0.6,0.05,1,4.23E+147
0.063846154,0.3,0.6,0.1,0.063846154,0.3,0.6,0.1,0.067870949,6.23E+148
0.063846154,0.3,0.6,0.15,0.063846154,0.3,0.6,0.15,1,4.23E+147
0.063846154,0.5,0.05,0,0.065384615,0.7,0.05,0,1,4.23E+147
0.063846154,0.5,0.05,0.05,0.063846154,0.5,0.05,0.05,1,4.23E+147
0.063846154,0.5,0.05,0.1,0.063846154,0.5,0.05,0.1,0.050671646,8.34E+148
0.063846154,0.5,0.05,0.15,0.063846154,0.5,0.05,0.15,0.080829411,5.23E+148
0.063846154,0.5,0.2,0,0.063846154,0.5,0.2,0.05,1,4.23E+147
0.063846154,0.5,0.2,0.05,0.062307692,0.5,0.2,0.05,1,4.23E+147
0.063846154,0.5,0.2,0.1,0.063846154,0.5,0.2,0.1,1,4.23E+147
0.063846154,0.5,0.2,0.15,0.063846154,0.5,0.2,0.15,0.04125561,1.02E+149
0.063846154,0.5,0.4,0,0.062307692,0.5,0.4,0.05,0.06257851,6.75E+148
0.063846154,0.5,0.4,0.05,0.063846154,0.5,0.4,0.05,1,4.23E+147
0.063846154,0.5,0.4,0.1,0.063846154,0.5,0.4,0.1,1,4.23E+147
0.063846154,0.5,0.4,0.15,0.063846154,0.5,0.4,0.15,1,4.23E+147
0.063846154,0.5,0.6,0,0.062307692,0.3,0.4,0,0.143150246,2.95E+148
0.063846154,0.5,0.6,0.05,0.062307692,0.5,0.6,0.05,1,4.23E+147
0.063846154,0.5,0.6,0.1,0.063846154,0.5,0.6,0.1,0.965835132,4.38E+147
0.063846154,0.5,0.6,0.15,0.063846154,0.5,0.6,0.15,0.941400262,4.49E+147
0.063846154,0.7,0.05,0,0.062307692,0.7,0.05,0.05,1,4.23E+147
0.063846154,0.7,0.05,0.05,0.063846154,0.7,0.05,0.05,0.358530507,1.18E+148
0.063846154,0.7,0.05,0.1,0.063846154,0.7,0.05,0.1,0.041418524,1.02E+149
0.063846154,0.7,0.05,0.15,0.063846154,0.7,0.05,0.15,0.040124522,1.05E+149
0.063846154,0.7,0.2,0,0.066923077,0.7,0.2,0,0.051370894,8.23E+148
0.063846154,0.7,0.2,0.05,0.063846154,0.7,0.2,0.05,1,4.23E+147
0.063846154,0.7,0.2,0.1,0.062307692,0.7,0.2,0.1,1,4.23E+147
0.063846154,0.7,0.2,0.15,0.063846154,0.7,0.2,0.15,0.041785517,1.01E+149
0.063846154,0.7,0.4,0,0.063846154,0.7,0.4,0.05,1,4.23E+147
0.063846154,0.7,0.4,0.05,0.063846154,0.7,0.4,0.05,1,4.23E+147
0.063846154,0.7,0.4,0.1,0.063846154,0.7,0.4,0.1,1,4.23E+147
0.063846154,0.7,0.4,0.15,0.063846154,0.7,0.4,0.15,0.057207723,7.39E+148
0.063846154,0.7,0.6,0,0.065384615,0.7,0.6,0.05,1,4.23E+147
0.063846154,0.7,0.6,0.05,0.063846154,0.7,0.6,0.05,1,4.23E+147
0.063846154,0.7,0.6,0.1,0.063846154,0.7,0.6,0.1,0.070013298,6.04E+148
0.063846154,0.7,0.6,0.15,0.063846154,0.7,0.6,0.15,0.07020919,6.02E+148
0.065384615,0.1,0.05,0,0.065384615,0.1,0.05,0,0.037278056,1.13E+149
0.065384615,0.1,0.05,0.05,0.065384615,0.1,0.05,0.05,1,4.23E+147
0.065384615,0.1,0.05,0.1,0.065384615,0.1,0.05,0.1,1,4.23E+147
0.065384615,0.1,0.05,0.15,0.065384615,0.1,0.05,0.15,1,4.23E+147
0.065384615,0.1,0.2,0,0.065384615,0.1,0.2,0,0.048541208,8.71E+148
0.065384615,0.1,0.2,0.05,0.065384615,0.1,0.2,0.05,0.041965209,1.01E+149
0.065384615,0.1,0.2,0.1,0.065384615,0.1,0.2,0.1,1,4.23E+147
0.065384615,0.1,0.2,0.15,0.066923077,0.1,0.2,0.15,1,4.23E+147
0.065384615,0.1,0.4,0,0.065384615,0.1,0.4,0.05,0.331023587,1.28E+148
0.065384615,0.1,0.4,0.05,0.065384615,0.1,0.4,0.05,1,4.23E+147
0.065384615,0.1,0.4,0.1,0.063846154,0.1,0.4,0.1,0.038970248,1.08E+149
0.065384615,0.1,0.4,0.15,0.065384615,0.1,0.4,0.15,1,4.23E+147
0.065384615,0.1,0.6,0,0.063846154,0.1,0.6,0.05,1,4.23E+147
0.065384615,0.1,0.6,0.05,0.063846154,0.3,0.6,0.05,0.976830036,4.33E+147
0.065384615,0.1,0.6,0.1,0.063846154,0.1,0.6,0.05,1,4.23E+147
0.065384615,0.1,0.6,0.15,0.065384615,0.1,0.6,0.15,0.040604992,1.04E+149
0.065384615,0.3,0.05,0,0.065384615,0.3,0.05,0,0.056546697,7.47E+148
0.065384615,0.3,0.05,0.05,0.065384615,0.3,0.05,0.05,0.038983583,1.08E+149
0.065384615,0.3,0.05,0.1,0.065384615,0.3,0.05,0.1,0.041935779,1.01E+149
0.065384615,0.3,0.05,0.15,0.065384615,0.3,0.05,0.15,1,4.23E+147
0.065384615,0.3,0.2,0,0.065384615,0.3,0.2,0,0.041132984,1.03E+149
0.065384615,0.3,0.2,0.05,0.065384615,0.3,0.2,0.05,0.056886538,7.43E+148
0.065384615,0.3,0.2,0.1,0.065384615,0.3,0.2,0.1,0.042647901,9.91E+148
0.065384615,0.3,0.2,0.15,0.065384615,0.3,0.2,0.15,0.034989978,1.21E+149
0.065384615,0.3,0.4,0,0.063846154,0.1,0.4,0,0.038740299,1.09E+149
0.065384615,0.3,0.4,0.05,0.065384615,0.3,0.4,0.05,1,4.23E+147
0.065384615,0.3,0.4,0.1,0.065384615,0.3,0.4,0.1,0.041848217,1.01E+149
0.065384615,0.3,0.4,0.15,0.065384615,0.3,0.4,0.15,1,4.23E+147
0.065384615,0.3,0.6,0,0.065384615,0.1,0.4,0,1,4.23E+147
0.065384615,0.3,0.6,0.05,0.065384615,0.3,0.6,0.05,0.998706802,4.23E+147
0.065384615,0.3,0.6,0.1,0.065384615,0.3,0.6,0.1,0.998706802,4.23E+147
0.065384615,0.3,0.6,0.15,0.063846154,0.3,0.6,0.15,0.888142484,4.76E+147
0.065384615,0.5,0.05,0,0.063846154,0.5,0.05,0,0.046696594,9.05E+148
0.065384615,0.5,0.05,0.05,0.065384615,0.5,0.05,0.05,1,4.23E+147
0.065384615,0.5,0.05,0.1,0.065384615,0.5,0.05,0.1,1,4.23E+147
0.065384615,0.5,0.05,0.15,0.065384615,0.5,0.05,0.15,0.052746666,8.01E+148
0.065384615,0.5,0.2,0,0.065384615,0.5,0.2,0,1,4.23E+147
0.065384615,0.5,0.2,0.05,0.065384615,0.5,0.2,0.05,1,4.23E+147
0.065384615,0.5,0.2,0.1,0.065384615,0.5,0.2,0.1,0.040142145,1.05E+149
0.065384615,0.5,0.2,0.15,0.065384615,0.5,0.2,0.15,1,4.23E+147
0.065384615,0.5,0.4,0,0.065384615,0.5,0.4,0,0.043708856,9.67E+148
0.065384615,0.5,0.4,0.05,0.065384615,0.5,0.4,0.05,0.33694649,1.25E+148
0.065384615,0.5,0.4,0.1,0.065384615,0.5,0.4,0.1,1,4.23E+147
0.065384615,0.5,0.4,0.15,0.065384615,0.5,0.4,0.15,0.050314034,8.40E+148
0.065384615,0.5,0.6,0,0.063846154,0.5,0.6,0.05,1,4.23E+147
0.065384615,0.5,0.6,0.05,0.065384615,0.5,0.6,0.05,0.998706802,4.23E+147
0.065384615,0.5,0.6,0.1,0.065384615,0.5,0.6,0.1,1,4.23E+147
0.065384615,0.5,0.6,0.15,0.063846154,0.5,0.6,0.15,0.074007742,5.71E+148
0.065384615,0.7,0.05,0,0.063846154,0.7,0.05,0.05,1,4.23E+147
0.065384615,0.7,0.05,0.05,0.065384615,0.7,0.05,0.05,1,4.23E+147
0.065384615,0.7,0.05,0.1,0.065384615,0.7,0.05,0.1,0.041774214,1.01E+149
0.065384615,0.7,0.05,0.15,0.065384615,0.7,0.05,0.15,1,4.23E+147
0.065384615,0.7,0.2,0,0.066923077,0.7,0.4,0,1,4.23E+147
0.065384615,0.7,0.2,0.05,0.065384615,0.7,0.2,0.05,0.041203953,1.03E+149
0.065384615,0.7,0.2,0.1,0.065384615,0.7,0.2,0.1,1,4.23E+147
0.065384615,0.7,0.2,0.15,0.065384615,0.7,0.2,0.15,0.039445234,1.07E+149
0.065384615,0.7,0.4,0,0.065384615,0.7,0.4,0,0.050779731,8.32E+148
0.065384615,0.7,0.4,0.05,0.065384615,0.7,0.4,0.05,1,4.23E+147
0.065384615,0.7,0.4,0.1,0.065384615,0.7,0.4,0.1,0.039689513,1.06E+149
0.065384615,0.7,0.4,0.15,0.063846154,0.7,0.4,0.15,0.035577404,1.19E+149
0.065384615,0.7,0.6,0,0.065384615,0.7,0.6,0.05,0.934564893,4.52E+147
0.065384615,0.7,0.6,0.05,0.065384615,0.7,0.6,0.05,0.928314486,4.55E+147
0.065384615,0.7,0.6,0.1,0.065384615,0.7,0.6,0.1,1,4.23E+147
0.065384615,0.7,0.6,0.15,0.065384615,0.7,0.6,0.15,0.038428347,1.10E+149
0.066923077,0.1,0.05,0,0.066923077,0.1,0.05,0,0.036711491,1.15E+149
0.066923077,0.1,0.05,0.05,0.066923077,0.1,0.05,0.05,1,4.23E+147
0.066923077,0.1,0.05,0.1,0.066923077,0.1,0.05,0.1,1,4.23E+147
0.066923077,0.1,0.05,0.15,0.066923077,0.1,0.05,0.15,1,4.23E+147
0.066923077,0.1,0.2,0,0.065384615,0.1,0.2,0.05,1,4.23E+147
0.066923077,0.1,0.2,0.05,0.066923077,0.1,0.2,0.05,1,4.23E+147
0.066923077,0.1,0.2,0.1,0.066923077,0.1,0.2,0.1,1,4.23E+147
0.066923077,0.1,0.2,0.15,0.066923077,0.1,0.2,0.15,1,4.23E+147
0.066923077,0.1,0.4,0,0.066923077,0.1,0.2,0,0.052655359,8.03E+148
0.066923077,0.1,0.4,0.05,0.066923077,0.1,0.4,0.05,1,4.23E+147
0.066923077,0.1,0.4,0.1,0.066923077,0.1,0.4,0.1,0.098412591,4.29E+148
0.066923077,0.1,0.4,0.15,0.066923077,0.1,0.4,0.15,1,4.23E+147
0.066923077,0.1,0.6,0,0.066923077,0.1,0.6,0,0.045639169,9.26E+148
0.066923077,0.1,0.6,0.05,0.066923077,0.1,0.6,0.05,0.998706802,4.23E+147
0.066923077,0.1,0.6,0.1,0.066923077,0.1,0.6,0.1,0.984699282,4.29E+147
0.066923077,0.1,0.6,0.15,0.066923077,0.1,0.6,0.15,1,4.23E+147
0.066923077,0.3,0.05,0,0.066923077,0.3,0.05,0,0.047963351,8.81E+148
0.066923077,0.3,0.05,0.05,0.066923077,0.3,0.05,0.05,1,4.23E+147
0.066923077,0.3,0.05,0.1,0.066923077,0.3,0.05,0.1,1,4.23E+147
0.066923077,0.3,0.05,0.15,0.066923077,0.3,0.05,0.15,1,4.23E+147
0.066923077,0.3,0.2,0,0.07,0.1,0.2,0,0.152210049,2.78E+148
0.066923077,0.3,0.2,0.05,0.066923077,0.3,0.2,0.05,0.037407834,1.13E+149
0.066923077,0.3,0.2,0.1,0.066923077,0.3,0.2,0.1,0.076094045,5.55E+148
0.066923077,0.3,0.2,0.15,0.066923077,0.3,0.2,0.15,0.075107462,5.63E+148
0.066923077,0.3,0.4,0,0.066923077,0.3,0.4,0.05,1,4.23E+147
0.066923077,0.3,0.4,0.05,0.066923077,0.3,0.4,0.05,0.038995384,1.08E+149
0.066923077,0.3,0.4,0.1,0.065384615,0.3,0.4,0.1,0.074221115,5.69E+148
0.066923077,0.3,0.4,0.15,0.066923077,0.3,0.4,0.15,1,4.23E+147
0.066923077,0.3,0.6,0,0.066923077,0.3,0.6,0,0.044236269,9.55E+148
0.066923077,0.3,0.6,0.05,0.065384615,0.3,0.6,0.05,0.039458556,1.07E+149
0.066923077,0.3,0.6,0.1,0.066923077,0.3,0.6,0.1,0.992290662,4.26E+147
0.066923077,0.3,0.6,0.15,0.066923077,0.3,0.6,0.15,1,4.23E+147
0.066923077,0.5,0.05,0,0.065384615,0.7,0.05,0,0.155378835,2.72E+148
0.066923077,0.5,0.05,0.05,0.065384615,0.5,0.05,0.05,1,4.23E+147
0.066923077,0.5,0.05,0.1,0.066923077,0.5,0.05,0.1,1,4.23E+147
0.066923077,0.5,0.05,0.15,0.066923077,0.5,0.05,0.15,1,4.23E+147
0.066923077,0.5,0.2,0,0.065384615,0.7,0.2,0,1,4.23E+147
0.066923077,0.5,0.2,0.05,0.066923077,0.5,0.2,0.05,0.05772094,7.32E+148
0.066923077,0.5,0.2,0.1,0.066923077,0.5,0.2,0.1,1,4.23E+147
0.066923077,0.5,0.2,0.15,0.066923077,0.5,0.2,0.15,1,4.23E+147
0.066923077,0.5,0.4,0,0.063846154,0.5,0.4,0,0.174697981,2.42E+148
0.066923077,0.5,0.4,0.05,0.066923077,0.5,0.4,0.05,1,4.23E+147
0.066923077,0.5,0.4,0.1,0.066923077,0.5,0.4,0.1,1,4.23E+147
0.066923077,0.5,0.4,0.15,0.066923077,0.5,0.4,0.15,1,4.23E+147
0.066923077,0.5,0.6,0,0.065384615,0.5,0.6,0.05,0.998706802,4.23E+147
0.066923077,0.5,0.6,0.05,0.066923077,0.5,0.6,0.05,0.998706802,4.23E+147
0.066923077,0.5,0.6,0.1,0.066923077,0.5,0.6,0.1,1,4.23E+147
0.066923077,0.5,0.6,0.15,0.066923077,0.5,0.6,0.15,1,4.23E+147
0.066923077,0.7,0.05,0,0.065384615,0.7,0.05,0.05,1,4.23E+147
0.066923077,0.7,0.05,0.05,0.066923077,0.7,0.05,0.05,1,4.23E+147
0.066923077,0.7,0.05,0.1,0.066923077,0.7,0.05,0.1,1,4.23E+147
0.066923077,0.7,0.05,0.15,0.066923077,0.7,0.05,0.15,0.038903605,1.09E+149
0.066923077,0.7,0.2,0,0.065384615,0.7,0.2,0,1,4.23E+147
0.066923077,0.7,0.2,0.05,0.066923077,0.7,0.2,0.05,1,4.23E+147
0.066923077,0.7,0.2,0.1,0.066923077,0.7,0.2,0.1,1,4.23E+147
0.066923077,0.7,0.2,0.15,0.065384615,0.7,0.2,0.15,0.985956436,4.29E+147
0.066923077,0.7,0.4,0,0.066923077,0.7,0.4,0.05,1,4.23E+147
0.066923077,0.7,0.4,0.05,0.066923077,0.7,0.4,0.05,0.0710436,5.95E+148
0.066923077,0.7,0.4,0.1,0.066923077,0.7,0.4,0.1,1,4.23E+147
0.066923077,0.7,0.4,0.15,0.066923077,0.7,0.4,0.15,0.040909886,1.03E+149
0.066923077,0.7,0.6,0,0.066923077,0.7,0.6,0.05,1,4.23E+147
0.066923077,0.7,0.6,0.05,0.066923077,0.7,0.6,0.05,0.960647342,4.40E+147
0.066923077,0.7,0.6,0.1,0.066923077,0.7,0.6,0.1,1,4.23E+147
0.066923077,0.7,0.6,0.15,0.066923077,0.7,0.6,0.15,1,4.23E+147
0.068461538,0.1,0.05,0,0.068461538,0.1,0.05,0,0.060617086,6.97E+148
0.068461538,0.1,0.05,0.05,0.068461538,0.1,0.05,0.05,0.037415385,1.13E+149
0.068461538,0.1,0.05,0.1,0.068461538,0.1,0.05,0.1,1,4.23E+147
0.068461538,0.1,0.05,0.15,0.068461538,0.1,0.05,0.15,0.486032833,8.69E+147
0.068461538,0.1,0.2,0,0.07,0.1,0.2,0,0.049374183,8.56E+148
0.068461538,0.1,0.2,0.05,0.068461538,0.1,0.05,0.05,0.040189835,1.05E+149
0.068461538,0.1,0.2,0.1,0.066923077,0.1,0.2,0.1,0.988480397,4.28E+147
0.068461538,0.1,0.2,0.15,0.068461538,0.1,0.2,0.15,1,4.23E+147
0.068461538,0.1,0.4,0,0.068461538,0.1,0.4,0.05,0.97352753,4.34E+147
0.068461538,0.1,0.4,0.05,0.068461538,0.1,0.4,0.05,0.036268902,1.17E+149
0.068461538,0.1,0.4,0.1,0.068461538,0.1,0.4,0.1,0.068097699,6.21E+148
0.068461538,0.1,0.4,0.15,0.068461538,0.1,0.4,0.15,1,4.23E+147
0.068461538,0.1,0.6,0,0.066923077,0.1,0.4,0,1,4.23E+147
0.068461538,0.1,0.6,0.05,0.066923077,0.1,0.6,0.05,0.921367808,4.59E+147
0.068461538,0.1,0.6,0.1,0.068461538,0.1,0.6,0.1,1,4.23E+147
0.068461538,0.1,0.6,0.15,0.068461538,0.1,0.6,0.15,1,4.23E+147
0.068461538,0.3,0.05,0,0.068461538,0.1,0.05,0.05,1,4.23E+147
0.068461538,0.3,0.05,0.05,0.068461538,0.3,0.05,0.05,1,4.23E+147
0.068461538,0.3,0.05,0.1,0.068461538,0.3,0.05,0.1,0.039139185,1.08E+149
0.068461538,0.3,0.05,0.15,0.068461538,0.3,0.05,0.15,1,4.23E+147
0.068461538,0.3,0.2,0,0.068461538,0.1,0.2,0,0.037924237,1.11E+149
0.068461538,0.3,0.2,0.05,0.068461538,0.3,0.2,0.05,0.054700803,7.73E+148
0.068461538,0.3,0.2,0.1,0.068461538,0.3,0.2,0.1,0.337832081,1.25E+148
0.068461538,0.3,0.2,0.15,0.068461538,0.3,0.2,0.15,0.039726428,1.06E+149
0.068461538,0.3,0.4,0,0.063846154,0.3,0.4,0,0.037263152,1.13E+149
0.068461538,0.3,0.4,0.05,0.068461538,0.3,0.4,0.05,1,4.23E+147
0.068461538,0.3,0.4,0.1,0.068461538,0.3,0.4,0.1,0.040330537,1.05E+149
0.068461538,0.3,0.4,0.15,0.068461538,0.3,0.4,0.15,1,4.23E+147
0.068461538,0.3,0.6,0,0.07,0.5,0.6,0,0.042033892,1.01E+149
0.068461538,0.3,0.6,0.05,0.066923077,0.3,0.6,0.05,1,4.23E+147
0.068461538,0.3,0.6,0.1,0.068461538,0.3,0.6,0.1,1,4.23E+147
0.068461538,0.3,0.6,0.15,0.068461538,0.3,0.6,0.15,1,4.23E+147
0.068461538,0.5,0.05,0,0.065384615,0.1,0.05,0,0.051033375,8.28E+148
0.068461538,0.5,0.05,0.05,0.068461538,0.5,0.05,0.05,0.988480397,4.28E+147
0.068461538,0.5,0.05,0.1,0.068461538,0.5,0.05,0.1,1,4.23E+147
0.068461538,0.5,0.05,0.15,0.068461538,0.5,0.05,0.15,1,4.23E+147
0.068461538,0.5,0.2,0,0.066923077,0.5,0.2,0,0.037995713,1.11E+149
0.068461538,0.5,0.2,0.05,0.068461538,0.5,0.2,0.05,1,4.23E+147
0.068461538,0.5,0.2,0.1,0.068461538,0.5,0.2,0.1,1,4.23E+147
0.068461538,0.5,0.2,0.15,0.068461538,0.5,0.2,0.15,1,4.23E+147
0.068461538,0.5,0.4,0,0.07,0.7,0.4,0,1,4.23E+147
0.068461538,0.5,0.4,0.05,0.068461538,0.5,0.4,0.05,1,4.23E+147
0.068461538,0.5,0.4,0.1,0.068461538,0.5,0.4,0.1,1,4.23E+147
0.068461538,0.5,0.4,0.15,0.068461538,0.5,0.4,0.15,0.038874723,1.09E+149
0.068461538,0.5,0.6,0,0.066923077,0.5,0.6,0.05,1,4.23E+147
0.068461538,0.5,0.6,0.05,0.068461538,0.5,0.6,0.05,1,4.23E+147
0.068461538,0.5,0.6,0.1,0.068461538,0.5,0.6,0.1,1,4.23E+147
0.068461538,0.5,0.6,0.15,0.068461538,0.5,0.6,0.15,0.039178531,1.08E+149
0.068461538,0.7,0.05,0,0.068461538,0.7,0.05,0,0.036165843,1.17E+149
0.068461538,0.7,0.05,0.05,0.068461538,0.7,0.05,0.05,1,4.23E+147
0.068461538,0.7,0.05,0.1,0.068461538,0.7,0.05,0.1,1,4.23E+147
0.068461538,0.7,0.05,0.15,0.068461538,0.7,0.05,0.15,1,4.23E+147
0.068461538,0.7,0.2,0,0.07,0.7,0.4,0,0.063804325,6.62E+148
0.068461538,0.7,0.2,0.05,0.068461538,0.7,0.2,0.05,1,4.23E+147
0.068461538,0.7,0.2,0.1,0.068461538,0.7,0.2,0.1,1,4.23E+147
0.068461538,0.7,0.2,0.15,0.068461538,0.7,0.2,0.15,1,4.23E+147
0.068461538,0.7,0.4,0,0.068461538,0.5,0.4,0,0.03554151,1.19E+149
0.068461538,0.7,0.4,0.05,0.068461538,0.7,0.4,0.05,1,4.23E+147
0.068461538,0.7,0.4,0.1,0.068461538,0.7,0.4,0.1,0.042543117,9.93E+148
0.068461538,0.7,0.4,0.15,0.068461538,0.7,0.4,0.15,0.07016066,6.02E+148
0.068461538,0.7,0.6,0,0.065384615,0.7,0.6,0,0.035076525,1.20E+149
0.068461538,0.7,0.6,0.05,0.068461538,0.7,0.6,0.05,0.071210974,5.93E+148
0.068461538,0.7,0.6,0.1,0.068461538,0.7,0.6,0.1,1,4.23E+147
0.068461538,0.7,0.6,0.15,0.068461538,0.7,0.6,0.15,0.828242712,5.10E+147
0.07,0.1,0.05,0,0.068461538,0.1,0.05,0,0.154103618,2.74E+148
